"倍","ばい","n, suf","twice","double, times, -fold",
"(2)君","くん","n, suf","Mr (junior)","suffix for familiar young man, master, boy",
"お祝い","おいわい","n, vs","congratulation","congratulations, celebration, festival, congratulatory gift",
"ご馳走, 御馳走","ごちそう","n, vs","feast","treating (someone), to treat (someone, e.g. to a meal)",
"下宿","げしゅく","n, vs","boarding","lodging, boarding house",
"世話","せわ","n, vs","looking after","help, aid, assistance",
"予定","よてい","n, vs","plans","arrangement, schedule, program, programme, expectation, estimate",
"予習","よしゅう","n, vs","preparation for a lesson",,
"交通","こうつう","n, vs","traffic","transportation, communication, exchange (of ideas, etc.), intercourse",
"会話","かいわ","n, vs","conversation",,
"入学","にゅうがく","n, vs","entry to school or university","matriculation",
"入院","にゅういん","n, vs","hospitalization","hospitalisation",
"冷房","れいぼう","n, vs","cooling","air-conditioning",
"出席","しゅっせき","n, vs","attendance","presence, appearance, to attend, to be present, to appear",
"出発","しゅっぱつ","n, vs","departure",,
"利用","りよう","n, vs","use","utilization, utilisation, application",
"原因","げんいん","n, vs","cause","origin, source",
"喧嘩, 諠譁","けんか","n, vs","quarrel","brawl, fight, squabble, scuffle",
"復習","ふくしゅう","n, vs","review","revision",
"怪我","けが","n, vs","injury (to animate object)","hurt",
"戦争","せんそう","n, vs","war",,
"承知","しょうち","n, vs","acknowledgment","acknowledgement, awareness, consent, acceptance, assent, admitting, compliance, agreement",
"拝見","はいけん","n, vs","(hum) seeing","look at",
"支度, 仕度","したく","n, vs","preparation","arrangements",
"故障","こしょう","n, vs","break-down","failure, fault, accident, out of order",
"暖房","だんぼう","n, vs","heating",,
"案内","あんない","n, vs","information","guidance, leading, to guide, to show (around), to conduct",
"泥棒","どろぼう","n, vs","thief","burglar, robber, theft",
"注射","ちゅうしゃ","n, vs","injection",,
"注意","ちゅうい","n, vs","caution","being careful, attention (heed), warning, advice",
"準備","じゅんび","n, vs","preparation","setup, arrangements, provision, reserve",
"生活","せいかつ","n, vs","living","life (one's daily existence), livelihood",
"生産","せいさん","n, vs","production","manufacture",
"用意","ようい","n, vs","preparation",,
"留守, 留主","るす","n, vs","absence","being away from home, house-sitting, house-sitter, being left unattended to (of one's studies, etc.), neglecting",
"相談","そうだん","n, vs","consultation","discussion",
"研究","けんきゅう","n, vs","study","research, investigation",
"約束","やくそく","n, vs","arrangement","promise, appointment, pact, engagement, convention, rule",
"経済","けいざい","n, vs","economics","business, finance, economy",
"経験","けいけん","n, vs","experience",,
"翻訳","ほんやく","n, vs","translation","de-encryption, deciphering, rendering",
"花見","はなみ","n, vs","cherry blossom viewing","flower viewing",
"見物","けんぶつ","n, vs","sightseeing","sightseer, watching, watcher",
"計画","けいかく","n, vs","plan","project, schedule, scheme, program, programme",
"試合, 仕合","しあい","n, vs","match","game, bout, contest",
"試験","しけん","n, vs","examination","test, study, trial, experiment",
"講義","こうぎ","n, vs","lecture",,
"貿易","ぼうえき","n, vs","trade (foreign)",,
"返事, 返辞","へんじ","n, vs","reply","answer, response",
"退院","たいいん","n, vs","leaving hospital","discharge from hospital",
"運動","うんどう","n, vs","motion","exercise",
"食事","しょくじ","n, vs","meal","to eat",
"失礼","しつれい","n, vs, adj-na, exp, vs","discourtesy","impoliteness, Excuse me, Goodbye, to leave, to be rude",
"予約","よやく","n, vs, adj-no","reservation","appointment, booking, advance order, contract, subscription, pledge",
"会議","かいぎ","n, vs, adj-no","meeting","conference, session, assembly, council, convention, congress",
"卒業","そつぎょう","n, vs, adj-no","graduation","completion (e.g. of a course), outgrowing something, moving on",
"急行","きゅうこう","n, vs, adj-no","express (e.g. train that bypasses many stations)","moving at high speed",
"意見","いけん","n, vs, adj-no","opinion","view, comment",
"招待","しょうたい, しょうだい","n, vs, adj-no","invitation",,
"放送","ほうそう","n, vs, adj-no","broadcast","broadcasting",
"水泳","すいえい","n, vs, adj-no","swimming",,
"発音","はつおん","n, vs, adj-no","pronunciation",,
"紹介","しょうかい","n, vs, adj-no","introduction","referral",
"説明","せつめい","n, vs, adj-no","explanation","exposition",
"輸入","ゆにゅう, しゅにゅう","n, vs, adj-no","importation","import, introduction",
"運転","うんてん","n, vs, adj-no","operation","motion, driving",
"輸出","ゆしゅつ, しゅしゅつ","n, vs, adj-no, adj-na","export",,
"挨拶","あいさつ","n, vs, adj-no, exp","greeting","greetings, salutation, salute, speech (congratulatory or appreciative), address, reply, response, revenge, retaliation, a fine thing to say (used as part of a sarcastic response to a rude remark)",
"寝坊","ねぼう","n, vs, n","sleeping in late","oversleeping, late riser, sleepyhead",
"関係","かんけい","n, vs, n-suf","relation","relationship, connection, participation, involvement, concern, influence, effect, sexual relations, sexual relationship, related to ..., connected to ...",
"点","てん","n,n-suf","spot","mark,point,dot","-store, -shop"
"億","おく","num","100","000,000,hundred million",
"僕","ぼく","pn, adj-no","I","me, you (used addressing young children), manservant",
"(1)君","きみ","pn, adj-no","you","buddy, pal, monarch, ruler, sovereign, (one's) master",
"彼","かれ","pn, adj-no","he","him, his, boyfriend",
"彼ら","かれら","pn, adj-no","they (usually male)","them",
"彼女","かのじょ","pn, adj-no","she","her, girl friend, girlfriend, sweetheart",
"御","ご, お","pref","honorable","honourable",
"つける","つける","ru-v","to take",,
"ファックス","ファックス","ru-v,vi","fax",,
"～始める","～はじめる","ru-v,vt","to start doing　～","the beginning of ～",
"～続ける","～つづける","ru-v,vt","to continue doing ～",,
"～目","～め","suf","number ～ sequence","～nd/th",
"～おわる","～おわる","suf","end of ～",,
"～にくい","～にくい","suf","difficult to do ～",,
"～ばかり","～ばかり","suf","just did ～","only",
"包む","つつむ","u-v","wrap","pack",
"引っ越す","ひっこす","u-v","to move","to change residence",
"（～て）しまう","（～て）しまう","u-v","to end up ～",,
"おいでになる","おいでになる","u-v","(hon)to be",,
"おる","おる","u-v","to be (polite version of いる)",,
"やる","やる","u-v","(col)to do",,
"そんなに","そんなに","uk","so much","like that",
"連れる","つれる","v1","to lead","to take (a person)",
"似る","にる","v1, vi","to resemble","to look like, to take after, to be similar (in status, condition, etc.), to be close, to be alike, to be like",
"倒れる","たおれる","v1, vi","to fall","to collapse, to drop, to fall senseless, to be forced to bed (by illness, etc.), to die, to go bankrupt, to be ruined, to have a bad debt, to be defeated (in a game), to fall (of governments, dictators, etc.)",
"冷える","ひえる","v1, vi","to grow cold (from room temperature"," e.g. in refrigerator),to get chilly, to cool down",
"出来る","できる","v1, vi","to be able (in a position) to do","to be up to the task, to be ready, to be completed, to be made, to be built, to be good at, to be permitted (to do), to become intimate, to take up (with somebody), to grow, to be raised",
"別れる","わかれる","v1, vi","to be divided","to part from, to separate, to bid farewell",
"割れる","われる","v1, vi","to break","to be smashed, to split, to crack, to fissure, to be torn, to be divided, to cleave",
"増える, 殖える","ふえる","v1, vi","to increase","to multiply",
"壊れる","こわれる","v1, vi","to be broken","to break,to fall through, to come to nothing",
"慣れる, 馴れる, 狎れる","なれる","v1, vi","to grow accustomed (to)","to get too familiar with, to get used (to), to become domesticated, to become tame",
"折れる","おれる","v1, vi","to break","to be broken, to snap, to fracture, to be folded, to give in, to back down, to yield, to submit, to turn (a corner)",
"揺れる","ゆれる","v1, vi","to shake","to sway",
"暮れる, 眩れる, 暗れる","くれる","v1, vi","to get dark","to end, to come to an end, to close, to run out",
"汚れる","よごれる","v1, vi","to get dirty","to become dirty, to become sullied",
"濡れる, 濡る","ぬれる","v1, vi","to get wet",,
"焼ける","やける","v1, vi","to burn","to be roasted, to be heated, to be sunburnt, to fade (in the sun), to glow red (i.e. of the sky at sunset), to be jealous, to be envious",
"生きる","いきる","v1, vi","to live","to exist, to make a living, to subsist, to be in effect, to be in use, to function, to come to life, to be enlivened, to be safe (in baseball, go, etc.)",
"痩せる, 痩る","やせる","v1, vi","to become thin","to lose weight, to reduce (one's) weight, to slim, to be barren, to be infertile, to be sterile",
"聞こえる, 聞える","きこえる","v1, vi","to be heard","to be audible, to be said to be, to be reputed",
"落ちる","おちる","v1, vi","to fall down","to drop, to fail (e.g. exam), to crash, to degenerate, to degrade, to fade, to come out (e.g. a stain)",
"見える","みえる","v1, vi","to be seen","to be in sight, to look, to seem, to appear, to come",
"足りる","たりる","v1, vi","to be sufficient","to be enough, to be worth doing, to be worthy, to be sufficient, to answer, to do",
"逃げる","にげる","v1, vi","to escape","to run away",
"遅れる","おくれる","v1, vi","to be late","to be delayed, to fall behind schedule, to be overdue",
"降りる, 下りる","おりる","v1, vi","to descend (e.g. a mountain)","to go down, to come down, to alight (e.g. from bus), to get off, to disembark, to dismount, to step down, to retire, to give up, to quit, to be granted, to be issued, to be given, to form (of frost, dew, mist, etc.), to be passed (from the body; i.e. of a roundworm)",
"過ぎる","すぎる","v1, vi, v1, vi, suf","to exceed","to pass through,to pass by, to go beyond, to pass (i.e. of time), to elapse, to have expired, to have ended, to be over, to surpass, to be above, to be no more than ..., (often used after adjective stems or the -masu stems of verbs) to be excessive, to be too much, to be too ...",
"負ける, 敗ける","まける","v1, vi, v1, vt","to lose","to be defeated, to succumb, to give in, to surrender, to yield, to be inferior to, to break out in a rash due to (e.g. lacquer, shaving, etc.), to reduce the price, to lower the price, to give a discount on",
"下げる","さげる","v1, vt","to hang","to lower, to move back, to wear, to dismiss, to grant",
"乗り換える, 乗り替える, 乗りかえる","のりかえる","v1, vt","to transfer (trains)","to change (bus, train), to change one's mind, to move on to (e.g. a new love interest), to change methods, to change one's way of thinking",
"伝える","つたえる","v1, vt","to tell","to convey, to report, to transmit, to communicate, to impart, to propagate, to teach, to bequeath",
"取り替える","とりかえる","v1, vt","to exchange","to replace",
"呉れる","くれる","v1, vt","to give (kana usu. Used)","to let one have, to do for one, to be given",
"変える","かえる","v1, vt","to change","to alter, to vary, to convert, to revise, to amend, to transform",
"尋ねる, 訊ねる","たずねる","v1, vt","to ask"," to enquire, to inquire, to search, to look for, to look into, to investigate",
"届ける","とどける","v1, vt","to deliver","to forward, to send, to report, to notify, to file notice (to the authorities), to give notice, to register",
"建てる","たてる","v1, vt","to build","to construct",
"投げる","なげる","v1, vt","to throw","to cast away, to face defeat, to give up",
"捕まえる, 捉まえる, 掴まえる","つかまえる","v1, vt","to catch","to arrest, to seize",
"捨てる, 棄てる","すてる","v1, vt","to throw away","to cast aside, to abandon, to resign, to break up with (someone)",
"植える","うえる","v1, vt","to plant","to grow",
"(1)止める","とめる","v1, vt","to stop (something or someone)","to turn off, to concentrate on, to pay attention to, to remember, to bear in mind, to fix into place, to park, to leave somewhere for a time",
"(2)止める","やめる","v1, vt","to end","to stop, to cease, to resign",
"比べる","くらべる","v1, vt","to compare","to make a comparison, to compete, to vie",
"決める","きめる","v1, vt","to decide",,
"漬ける, 浸ける","つける","v1, vt","to soak","to seep, to dip in, to pickle",
"片付ける, 片づける","かたづける","v1, vt","to tidy up","to put in order, to straighten up, to put away, to settle (problem), to clear (dispute), to finish, to bring something to an end, to marry off (e.g. a daughter), to do away with someone, to bump someone off",
"知らせる, 報せる","しらせる","v1, vt","to notify","to advise, to inform",
"立てる","たてる","v1, vt","to stand (something) up","to erect (something), to make (a noise, a sound), to put (tooth, claw, pointed object) to, to set (a plan, etc.), to decide (objective, schedule)",
"続ける","つづける","v1, vt","to continue","to keep up, to keep on",
"考える","かんがえる","v1, vt","to consider","to think about",
"育てる","そだてる","v1, vt","to raise","to rear, to bring up",
"苛める","いじめる","v1, vt","to tease","to torment, to persecute, to chastise",
"褒める, 誉める, 賞める, 称める","ほめる","v1, vt","to praise","to admire, to speak well",
"見付ける, 見つける, 見附ける, 見附る","みつける","v1, vt","to discover","to find (e.g. an error in a book), to come across, to detect, to spot, to locate, to find (e.g. something missing), to find fault, to be used to seeing, to be familiar with",
"訪ねる","たずねる","v1, vt","to visit",,
"調べる","しらべる","v1, vt","to examine","to investigate, to check up, to sense, to study, to inquire, to search",
"迎える","むかえる","v1, vt","to go out to meet","to receive, to welcome, to accept (e.g. as a member of a group or family), to call for, to summon, to invite, to approach (a certain time, a point in one's life, etc.)",
"間違える","まちがえる","v1, vt","to make a mistake (in)","to commit an error (e.g. in calculation), to confuse, to mistake something for something else",
"集める","あつめる","v1, vt","to collect"," to assemble, to gather",
"申し上げる, 申上げる, 申しあげる","もうしあげる","v1, vt, aux-v","to say","to tell, to state, to do for",
"始める","はじめる","v1, vt, aux-v, aux-v","to start","to begin, to commence, to initiate, to originate, to open (e.g. a store), to start up, to establish (business. etc.), to start (doing something), to begin to ...",
"掛ける","かける","v1, vt, aux-v, v1, aux-v","to hang (e.g. picture)"," to hoist (e.g. sail), to raise (e.g. flag), to put on (e.g. wall)",
"受ける","うける","v1, vt, v1, vi","to take (a test)"," to receive, to get, to catch (e.g. a ball), to be struck by (wind, waves, sunlight, etc.), to sustain (damage), to incur (a loss), to suffer (an injury), to feel (influence), to undergo (e.g. surgery), to accept (a challenge), to be given (e.g. life, talent), to follow, to succeed, to be descended from, to face (south, etc.), to be modified by, to obtain (a pawned item, etc.) by paying a fee, to be well-received, to become popular, to go down well",
"上げる","あげる","v1, vt, v1, vi, v1, vi, vt, aux-v","to raise"," to elevate, to give (an example, etc.), to give, (after the -te form of a verb) to do for (the sake of someone else)",
"下さる","くださる","v5aru","(hon) to give","to confer",
"仰っしゃる","おっしゃる","v5aru, vt","(hon) to say","to speak, to tell, to talk",
"為さる","なさる","v5aru, vt","(hon) to do",,
"運ぶ","はこぶ","v5b, v5b, vi","to carry","to transport, to move, to convey, to come, to go, to wield (a tool, etc.), to use, to go (well, etc.), to proceed, to progress",
"喜ぶ","よろこぶ","v5b, vi","to be delighted","to be glad, to be pleased, to congratulate, to gratefully accept",
"選ぶ","えらぶ","v5b, vt","to choose","to select",
"騒ぐ, 騷ぐ","さわぐ","v5g, vi","to make noise","to make racket, to be noisy, to rustle, to swoosh, to make merry, to clamor, to clamour, to make a fuss, to kick up a fuss, to lose one's cool, to panic, to act flustered, to feel tense, to be uneasy, to be excited",
"急ぐ","いそぐ","v5g, vi, vt","to hurry","to rush, to hasten, to make something happen sooner",
"泣く, 哭く","なく","v5k","to cry","to weep, to sob, to howl",
"乾く","かわく","v5k, vi","to get dry",,
"動く","うごく","v5k, vi","to move"," to stir, to shift, to shake, to swing, to operate, to run, to go, to work, to be touched, to be influenced, to change, to vary, to fluctuate, to waver, certain, factual, to be transferred",
"沸く","わく","v5k, vi","to grow hot (of water etc.)","to boil, to be in a state of excitement, to get excited, to take place energetically",
"点く","つく","v5k, vi","to be lit (e.g. electricity comes on)","to be lighted, to catch fire",
"(1)空く","あく","v5k, vi","to open","to become empty, to be vacant, to be available, to be free, to be open (e.g. neckline, etc.)",
"(2)空く","すく","v5k, vi","to become less crowded","to thin out, to get empty, to be hungry",
"続く","つづく","v5k, vi","to continue","to last, to go on, to be unbroken, to occur again and again, to lead to, to connect to",
"驚く","おどろく","v5k, vi","to be surprised","to be astonished",
"頂く","いただく","v5k, vt","to receive (humble)","to get, to accept, to take, to buy, to eat, to drink, to be crowned with, to wear (on one's head), to have (on top), to have (as one's leader), to live under (a ruler), to install (a president)",
"焼く","やく","v5k, vt, v5k, vi","to bake","to grill, to develop (photos), to suntan, to burn (in flames, down, CD, DVD, etc.), to scorch, to be jealous, to be envious",
"開く","ひらく","v5k, vt, v5k, vi","to open (e.g. a bank-account, festival, etc.)","to spread out, to open up (flower bud, umbrella, etc.), to widen (gap, distance, width), to hold, to give (party, conference, etc.)",
"楽しむ, 楽む","たのしむ","v5m","to enjoy (oneself)",,
"止む","やむ","v5m, vi","to cease","to stop, to be over",
"済む","すむ","v5m, vi","to finish","to end, to be completed, to merely result in something less severe than expected, to feel at ease",
"進む","すすむ","v5m, vi","to advance","to go forward, to precede, to go ahead (of), to make progress, to improve, to deepen, to heighten, to do of one's own free will",
"(1)込む","こむ","v5m, vi, aux-v","to be crowded","to be packed, to be complex",
"(2)込む","こむ","v5m, vi, aux-v","to go into","to put into, to remain (seated), to be plunged into (silence), to do thoroughly, to do intently, to continue in the same state",
"噛む","かむ","v5m, vt","to bite","to chew, to gnaw, to fumble or falter with one's words",
"盗む","ぬすむ","v5m, vt","to steal",,
"踏む","ふむ","v5m, vt","to step on","to tread on, to experience, to undergo, to estimate, to value, to appraise",
"参る","まいる","v5r","(hum) to go","to come, to call, to be defeated, to collapse, to die, to be annoyed, to be nonplussed, to be madly in love, to visit (shrine, grave)",
"謝る","あやまる","v5r","to apologize","to apologise",
"下がる, 下る","さがる","v5r, vi","to hang down","to abate, to retire, to fall, to step back",
"亡くなる","なくなる","v5r, vi","to die",,
"光る","ひかる","v5r, vi","to shine","to glitter, to be bright",
"回る","まわる","v5r, vi","to turn","to revolve, to visit several places, to function well, to pass a certain time",
"変わる, 変る","かわる","v5r, vi","to change","to be transformed, to be altered, to vary, to move to, to be different, to be uncommon, to be unusual",
"太る","ふとる","v5r, vi","to grow fat (stout, plump)","to become fat, to gain weight",
"寄る","よる","v5r, vi","to visit","to drop in, to approach",
"怒る","おこる, いかる","v5r, vi","to get angry","to get mad, to tell someone off, to scold, to be angular, to be square",
"戻る","もどる","v5r, vi","to turn back","to return, to go back, to recover, to rebound",
"残る","のこる","v5r, vi","to remain","to be left",
"決まる, 決る","きまる","v5r, vi","to be decided","to be settled",
"治る, 直る","なおる","v5r, vi","to be cured","to get well, to be healed, to get mended, to be repaired, to be fixed",
"泊まる, 泊る","とまる","v5r, vi","to stay at (e.g. hotel)","to be docked, to be berthed, to be moored",
"滑る","すべる","v5r, vi","to glide","to slide (e.g. on skis), to slip, to fail (an examination), to bomb (when telling a joke), to drop, to go down, to come down, to fall (e.g. in status)",
"無くなる","なくなる","v5r, vi","to disappear"," to get lost",
"眠る, 睡る","ねむる, ねぶる","v5r, vi","to sleep (not necessarily lying down)","to die, to close one's eyes",
"移る","うつる","v5r, vi","to move (house)","to transfer (department), to change the target of interest or concern, to elapse (passage of time), to be permeated by a colour or scent, to be infected, to be contagious, to spread (as in fire)",
"見つかる, 見付かる","みつかる","v5r, vi","to be found","to be discovered",
"触る","さわる","v5r, vi","to touch","to feel",
"踊る","おどる","v5r, vi","to dance (orig. a hopping dance)",,
"通る","とおる","v5r, vi","to pass (by)","to go through, to walk along, to pass exams, to attend (e.g. school)",
"集まる, 集る","あつまる","v5r, vi","to gather","to collect, to assemble",
"頑張る","がんばる","v5r, vi","to persevere","to persist, to keep at it, to hang on, to hold out, to do one's best, to insist that, to stick to (one's opinion), to remain in a place, to stick to one's post, to refuse to budge",
"鳴る","なる","v5r, vi","to sound","to ring, to resound, to echo, to roar, to rumble",
"上がる","あがる","v5r, vi, suf, v5r","to rise","to go up, to come up, to ascend, to be raised",
"召し上がる, 召上がる, 召し上る","めしあがる","v5r, vt","(pol) to eat",,
"叱る, 呵る","しかる","v5r, vt","to scold",,
"塗る","ぬる","v5r, vt","to paint","to plaster, to lacquer, to varnish, to spread, to smear",
"折る","おる","v5r, vt","to break","to fracture, to break off, to snap off, to pick (e.g. flowers), to fold, to bend, to make (origami), to interrupt, to end",
"祈る","いのる","v5r, vt","to pray","to wish",
"送る","おくる","v5r, vt","to send (a thing)","to dispatch, to despatch, to take or escort (a person somewhere), to see off (a person), to bid farewell (to the departed), to bury, to spend (time), to live one's life, to pass (down the line), to affix okurigana",
"釣る","つる","v5r, vt","to fish","to angle, to catch, to lure in, to tempt, to attract, to entice, to allure",
"飾る","かざる","v5r, vt","to decorate","to ornament, to adorn",
"降り出す, 降りだす","ふりだす","v5s, vi","to begin to rain",,
"写す","うつす","v5s, vt","to transcribe","to duplicate, to reproduce, to imitate, to trace, to describe, to film, to picture, to photograph",
"壊す","こわす","v5s, vt","to break","to destroy, to demolish, to wreck, to ruin, to spoil, to damage, to break (a bill, etc.)",
"引き出す, 引出す, 引きだす","ひきだす","v5s, vt","to pull out","to take out, to draw out, to withdraw",
"思い出す, 思いだす, 思出す","おもいだす","v5s, vt","to recall","to remember",
"探す, 捜す","さがす","v5s, vt","to search (for something lost)","to seek (a suspect in a crime), to search (for something desired, needed), to look for",
"沸かす, 鎔かす","わかす","v5s, vt","to boil","to heat, to excite, to melt (metal)",
"申す","もうす","v5s, vt","(hum) to say","to be called, to do",
"致す","いたす","v5s, vt","to do (humble)",,
"落とす, 落す","おとす","v5s, vt","to drop","to lose, to let fall, to shed (light), to cast (one's gaze), to pour in (liquid), to leave behind, to clean off (dirt, makeup, paint, etc.), to remove (e.g. stains or facial hair), to lose, to spend money at a certain place, to omit, to leave out, to secretly let escape, to lose (a match), to reject (an applicant), to fail (a course), to defeat (in an election), to lower (e.g. shoulders or voice), to lessen (e.g. production or body weight), to worsen (quality), to reduce (e.g. rank or popularity), to speak badly of, to make light of, to fall into straitened circumstances, to fall into (e.g. a dilemma or sin), to make one's own, to have one's bid accepted, to force surrender, to take (e.g. an enemy camp or castle), to forcefully convince, to press for a confession, to deal with, to download, to copy from a computer to another medium, to make someone swoon (judo), to finish a story (e.g. with the punch line), to finish (a period, e.g. of fasting)",
"起こす, 起す","おこす","v5s, vt","to raise","to cause, to wake someone",
"足す","たす","v5s, vt","to add (numbers)","to add (something), to top up (with something), to take care of (e.g. one's business)",
"治す, 直す","なおす","v5s, vt, aux-v","to cure","to heal, to fix, to correct, to repair, to do over again (after -masu base of verb), to replace, to put back as it was, to convert (into a different state), to transform",
"役に立つ","やくにたつ","v5t","to be helpful","to be useful",
"勝つ","かつ","v5t, vi","to win","to gain victory",
"打つ","うつ","v5t, vt","to hit","to strike, to knock, to beat, to punch, to slap, to tap, to bang, to clap, to pound, to strike (noon, etc.), to sound (cymbals, etc.), to beat (a drum, etc.), to beat (rhythmically, e.g. pulse, waves, etc.), to move, to impress, to touch, to drive in, to hammer in, to put in, to inject, to type, to send, to transmit, to insert, to write in, to mark, to make (noodles, etc.), to prepare, to till (soil), to sprinkle, to throw, to cast, to do, to carry out, to play, to perform, to engage in (gambling, etc.), to pay (a deposit, etc.), to visit (on a pilgrimage), to line (a coat), to bind (a criminal)",
"構う","かまう","v5u","to mind","to care about, to be concerned about, to care for, to look after, to prepare for",
"行う, 行なう","おこなう","v5u","to perform","to do, to conduct oneself, to carry out",
"間に合う, 間にあう","まにあう","v5u","to be in time for","to serve (suit, meet) the purpose, to be good enough, to be enough",
"会う","あう","v5u, vi","to meet","to encounter, to have an accident, to have a bad experience",
"向かう, 向う","むかう","v5u, vi","to face","to go towards",
"笑う, 咲う, 嗤う","わらう","v5u, vi","to laugh","to smile, to sneer, to ridicule",
"通う","かよう","v5u, vi","to go back and forth","to ply between, to commute, to attend (school, church, etc.)",
"合う","あう, おう","v5u, vi, suf, v5u","to match","to come together, to merge, to unite, to meet, to fit, to suit, to agree with, to be correct, to be profitable, to be equitable, (after the -masu stem of a verb) to do ... to each other, to do ... together",
"思う","おもう","v5u, vt","to think","to consider, to believe, to think (of doing), to plan (to do), to judge, to assess, to regard, to imagine, to suppose, to dream, to expect, to look forward to, to feel, to desire, to want, to recall, to remember",
"手伝う","てつだう","v5u, vt","to help","to assist, to take part in",
"(1)払う","はらう","v5u, vt","to pay (e.g. money; a bill; one's taxes; etc.)",,"to brush,to wipe, to clear away, to dust off, to prune away branches, to drive away (e.g. one's competitors), to sweep out"
"(2)払う","はらう","v5u, vt","to brush","to wipe, to clear away, to dust off, to prune away branches, to drive away (e.g. one's competitors), to sweep out","to pay (e.g. money; a bill; one's taxes; etc.)"
"拾う","ひろう","v5u, vt","to pick up","to find, to gather",
"貰う","もらう","v5u, vt","to receive"," to take, to accept, to get somebody to do something (follows a verb in ""te"" form)",
"(1)伺う","うかがう","v5u, vt, v5u, v5u, vi","to visit",,
"(2)伺う","うかがう","v5u, vt, v5u, v5u, vi","to ask","to inquire, to hear, to be told, to implore (a god for an oracle), to seek direction (from your superior), to speak to (a large crowd at a theatre, etc.)",
"連絡","れんらく","vs, adj-no, n, adj-no","to contact","to get in touch, contacting, getting in touch, communication, call, message, connection, coordination, junction, intercalary, intercalaris, internuncial",
"びっくり, ビックリ","びっくり, ビックリ","vs, adv, adj-f","to be surprised","to be amazed, to be frightened, to be astonished, surprise (e.g. surprise party)",
"～代","～だい","suf","～ age/period",,
"～会","～かい","suf","～ meeting",,
"～学部","～がくぶ","suf","department of a university",,
"～家","～か","suf","professional ～",,
"～式","～しき","suf","ceremony",,
"～製","～せい","suf","made in　～",,
"～軒","～けん","suf","counter for houses",,
"お祭り","おまつり","n","festival",,
"(1)かける","かける","v1,vt ","to sit down",,
"(2)かける","かける","v1,vt ","to begin (but not complete)"," to be partway (verb) ",
"すっと","すっと","adv,vs","straight","all of a sudden",
"ハンドバッグ","ハンドバッグ","n","handbag　",,
